id,species_identifier,display_name,hp,attack,defense,speed,special_attack,special_defense,type1,type2,ability1,ability2,mondexentry,sprite
95,SPECIES_ONIX,Onix,35,45,160,70,30,45,TYPE_ROCK,TYPE_GROUND,ABILITY_ROCK_HEAD,ABILITY_STURDY,"It twists and squirms through
the ground. The thunderous roar of
its tunneling echoes a long way.",https://play.pokemonshowdown.com/sprites/gen5/onix.png
96,SPECIES_DROWZEE,Drowzee,60,48,45,42,43,90,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_INSOMNIA,ABILITY_FOREWARN,"If you think that you had a good dream
but you can’t remember it,
a DROWZEE has probably eaten it.",https://play.pokemonshowdown.com/sprites/gen5/drowzee.png
97,SPECIES_HYPNO,Hypno,85,73,70,67,73,115,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_INSOMNIA,ABILITY_FOREWARN,"When it is very hungry, it puts
humans it meets to sleep,
then it feasts on their dreams.",https://play.pokemonshowdown.com/sprites/gen5/hypno.png
98,SPECIES_KRABBY,Krabby,30,105,90,50,25,25,TYPE_WATER,TYPE_WATER,ABILITY_HYPER_CUTTER,ABILITY_SHELL_ARMOR,"If it senses danger approaching,
it cloaks itself with bubbles from
its mouth so it will look bigger.",https://play.pokemonshowdown.com/sprites/gen5/krabby.png
99,SPECIES_KINGLER,Kingler,55,130,115,75,50,50,TYPE_WATER,TYPE_WATER,ABILITY_HYPER_CUTTER,ABILITY_SHELL_ARMOR,"It can hardly lift its massive,
overgrown pincer. The pincer’s size
makes it difficult to aim properly.",https://play.pokemonshowdown.com/sprites/gen5/kingler.png
100,SPECIES_VOLTORB,Voltorb,40,30,50,100,55,55,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_SOUNDPROOF,ABILITY_STATIC,"It rolls to move. If the ground is
uneven, a sudden jolt from hitting
a bump can cause it to explode.",https://play.pokemonshowdown.com/sprites/gen5/voltorb.png
101,SPECIES_ELECTRODE,Electrode,60,50,70,150,80,80,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_SOUNDPROOF,ABILITY_STATIC,"It is dangerous. If it has too much
electricity and has nothing to do,
it amuses itself by exploding.",https://play.pokemonshowdown.com/sprites/gen5/electrode.png
102,SPECIES_EXEGGCUTE,Exeggcute,60,40,80,40,60,45,TYPE_GRASS,TYPE_PSYCHIC,ABILITY_CHLOROPHYLL,ABILITY_NONE,"Their shells are very durable. Even if
they crack, they can survive without
spilling their contents.",https://play.pokemonshowdown.com/sprites/gen5/exeggcute.png
103,SPECIES_EXEGGUTOR,Exeggutor,95,95,85,55,125,75,TYPE_GRASS,TYPE_PSYCHIC,ABILITY_CHLOROPHYLL,ABILITY_NONE,"Its three heads think independently.
However, they are friendly and
never appear to squabble.",https://play.pokemonshowdown.com/sprites/gen5/exeggutor.png
104,SPECIES_CUBONE,Cubone,50,50,95,35,40,50,TYPE_GROUND,TYPE_GROUND,ABILITY_ROCK_HEAD,ABILITY_LIGHTNING_ROD,"If it is sad or lonely, the skull
it wears shakes and emits a plaintive
and mournful sound.",https://play.pokemonshowdown.com/sprites/gen5/cubone.png
105,SPECIES_MAROWAK,Marowak,60,80,110,45,50,80,TYPE_GROUND,TYPE_GROUND,ABILITY_ROCK_HEAD,ABILITY_LIGHTNING_ROD,"It has been seen pounding boulders
with the bone it carries in order
to tap out messages to others.",https://play.pokemonshowdown.com/sprites/gen5/marowak.png
106,SPECIES_HITMONLEE,Hitmonlee,50,120,53,87,35,110,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_LIMBER,ABILITY_RECKLESS,"This amazing Pokémon has an awesome
sense of balance. It can kick in
succession from any position.",https://play.pokemonshowdown.com/sprites/gen5/hitmonlee.png
107,SPECIES_HITMONCHAN,Hitmonchan,50,105,79,76,35,110,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_KEEN_EYE,ABILITY_IRON_FIST,"Its punches slice the air. However,
it seems to need a short break after
fighting for three minutes.",https://play.pokemonshowdown.com/sprites/gen5/hitmonchan.png
108,SPECIES_LICKITUNG,Lickitung,90,55,75,30,60,75,TYPE_NORMAL,TYPE_NORMAL,ABILITY_OWN_TEMPO,ABILITY_OBLIVIOUS,"Its tongue has well-developed
nerves that run to the very tip,
so it can be deftly manipulated.",https://play.pokemonshowdown.com/sprites/gen5/lickitung.png
109,SPECIES_KOFFING,Koffing,40,65,95,35,60,45,TYPE_POISON,TYPE_POISON,ABILITY_LEVITATE,ABILITY_NEUTRALIZING_GAS,"Its thin, filmy body is filled
with gases that cause constant
sniffles, coughs and teary eyes.",https://play.pokemonshowdown.com/sprites/gen5/koffing.png
110,SPECIES_WEEZING,Weezing,65,90,120,60,85,70,TYPE_POISON,TYPE_POISON,ABILITY_LEVITATE,ABILITY_NEUTRALIZING_GAS,"If one of the twin KOFFING inflates,
the other one deflates. It constantly
mixes its poisonous gases.",https://play.pokemonshowdown.com/sprites/gen5/weezing.png
111,SPECIES_RHYHORN,Rhyhorn,80,85,95,25,30,30,TYPE_GROUND,TYPE_ROCK,ABILITY_LIGHTNING_ROD,ABILITY_ROCK_HEAD,"It is inept at turning because of
its four short legs. It can only
charge and run in one direction.",https://play.pokemonshowdown.com/sprites/gen5/rhyhorn.png
112,SPECIES_RHYDON,Rhydon,105,130,120,40,45,45,TYPE_GROUND,TYPE_ROCK,ABILITY_LIGHTNING_ROD,ABILITY_ROCK_HEAD,"Its rugged hide protects it from
even the heat of lava. However,
the hide also makes it insensitive.",https://play.pokemonshowdown.com/sprites/gen5/rhydon.png
113,SPECIES_CHANSEY,Chansey,250,5,5,50,35,105,TYPE_NORMAL,TYPE_NORMAL,ABILITY_NATURAL_CURE,ABILITY_SERENE_GRACE,"It walks carefully to prevent its
egg from breaking. However,
it is extremely fast at running away.",https://play.pokemonshowdown.com/sprites/gen5/chansey.png
114,SPECIES_TANGELA,Tangela,65,55,115,60,100,40,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_LEAF_GUARD,"The vines that cloak its entire
body are always jiggling.
They effectively unnerve its foes.",https://play.pokemonshowdown.com/sprites/gen5/tangela.png
115,SPECIES_KANGASKHAN,Kangaskhan,105,95,80,90,40,80,TYPE_NORMAL,TYPE_NORMAL,ABILITY_EARLY_BIRD,ABILITY_SCRAPPY,"If it is safe, the young gets out of
the belly pouch to play. The adult
keeps a close eye on the youngster.",https://play.pokemonshowdown.com/sprites/gen5/kangaskhan.png
116,SPECIES_HORSEA,Horsea,30,40,70,60,70,25,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_SNIPER,"If attacked by a larger enemy,
it quickly swims to safety by adeptly
controlling its well-developed dorsal fin.",https://play.pokemonshowdown.com/sprites/gen5/horsea.png
117,SPECIES_SEADRA,Seadra,55,65,95,85,95,45,TYPE_WATER,TYPE_WATER,ABILITY_POISON_POINT,ABILITY_SNIPER,"An examination of its cells revealed
the presence of a gene not found in
HORSEA. It became a hot topic.",https://play.pokemonshowdown.com/sprites/gen5/seadra.png
118,SPECIES_GOLDEEN,Goldeen,45,67,60,63,35,50,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_WATER_VEIL,"Its dorsal, pectoral and tail fins
wave elegantly in water. That is why
it is known as the water dancer.",https://play.pokemonshowdown.com/sprites/gen5/goldeen.png
119,SPECIES_SEAKING,Seaking,80,92,65,68,65,80,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_WATER_VEIL,"During spawning season, SEAKING
gather from all over, causing rivers to
appear a brilliant red.",https://play.pokemonshowdown.com/sprites/gen5/seaking.png
120,SPECIES_STARYU,Staryu,30,45,55,85,70,55,TYPE_WATER,TYPE_WATER,ABILITY_ILLUMINATE,ABILITY_NATURAL_CURE,"At night, the middle of its body
slowly flickers with the same
rhythm as a human heartbeat.",https://play.pokemonshowdown.com/sprites/gen5/staryu.png
121,SPECIES_STARMIE,Starmie,60,75,85,115,100,85,TYPE_WATER,TYPE_PSYCHIC,ABILITY_ILLUMINATE,ABILITY_NATURAL_CURE,"The middle section of its body is
called the core. It glows in a
different color each time it is seen.",https://play.pokemonshowdown.com/sprites/gen5/starmie.png
122,SPECIES_MR_MIME,Mr. Mime,40,45,65,90,100,120,TYPE_PSYCHIC,TYPE_FAIRY,ABILITY_SOUNDPROOF,ABILITY_FILTER,"A skilled mime from birth,
it gains the ability to create
invisible objects as it matures.",https://play.pokemonshowdown.com/sprites/gen5/mrmime.png
123,SPECIES_SCYTHER,Scyther,70,110,80,105,55,80,TYPE_BUG,TYPE_FLYING,ABILITY_SWARM,ABILITY_TECHNICIAN,"It slashes through grass with its
sharp scythes, moving too fast
for the human eye to track.",https://play.pokemonshowdown.com/sprites/gen5/scyther.png
124,SPECIES_JYNX,Jynx,65,50,35,95,115,95,TYPE_ICE,TYPE_PSYCHIC,ABILITY_OBLIVIOUS,ABILITY_FOREWARN,"It rocks its body rhythmically.
It appears to alter the rhythm
depending on how it is feeling.",https://play.pokemonshowdown.com/sprites/gen5/jynx.png
125,SPECIES_ELECTABUZZ,Electabuzz,65,83,57,105,95,85,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_NONE,"Electricity runs across the surface
of its body. In darkness, its entire
body glows a whitish-blue.",https://play.pokemonshowdown.com/sprites/gen5/electabuzz.png
126,SPECIES_MAGMAR,Magmar,65,95,57,93,100,85,TYPE_FIRE,TYPE_FIRE,ABILITY_FLAME_BODY,ABILITY_NONE,"It dislikes cold places, so it blows
scorching flames to make the
environment suitable for itself.",https://play.pokemonshowdown.com/sprites/gen5/magmar.png
127,SPECIES_PINSIR,Pinsir,65,125,100,85,55,70,TYPE_BUG,TYPE_BUG,ABILITY_HYPER_CUTTER,ABILITY_MOLD_BREAKER,"With its pincer horns, it digs burrows
to sleep in at night. In the morning,
damp soil clings to its body.",https://play.pokemonshowdown.com/sprites/gen5/pinsir.png
128,SPECIES_TAUROS,Tauros,75,100,95,110,40,70,TYPE_NORMAL,TYPE_NORMAL,ABILITY_INTIMIDATE,ABILITY_ANGER_POINT,"They fight each other by locking
horns. The herd’s protector takes
pride in its battle-scarred horns.",https://play.pokemonshowdown.com/sprites/gen5/tauros.png
129,SPECIES_MAGIKARP,Magikarp,20,10,55,80,15,20,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,"An underpowered, pathetic Pokémon.
It may jump high on rare occasions,
but usually not more than seven feet.",https://play.pokemonshowdown.com/sprites/gen5/magikarp.png
130,SPECIES_GYARADOS,Gyarados,95,125,79,81,60,100,TYPE_WATER,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_NONE,"They say that during past strife,
GYARADOS would appear and leave
blazing ruins in its wake.",https://play.pokemonshowdown.com/sprites/gen5/gyarados.png
131,SPECIES_LAPRAS,Lapras,130,85,80,60,85,95,TYPE_WATER,TYPE_ICE,ABILITY_WATER_ABSORB,ABILITY_SHELL_ARMOR,"They have gentle hearts. Because
they rarely fight, many have been
caught. Their number has dwindled.",https://play.pokemonshowdown.com/sprites/gen5/lapras.png
132,SPECIES_DITTO,Ditto,48,48,48,48,48,48,TYPE_NORMAL,TYPE_NORMAL,ABILITY_LIMBER,ABILITY_NONE,"It can transform into anything.
When it sleeps, it changes into a
stone to avoid being attacked.",https://play.pokemonshowdown.com/sprites/gen5/ditto.png
133,SPECIES_EEVEE,Eevee,55,55,50,55,45,65,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_ADAPTABILITY,"It has the ability to alter the
composition of its body to suit its
surrounding environment.",https://play.pokemonshowdown.com/sprites/gen5/eevee.png
134,SPECIES_VAPOREON,Vaporeon,130,65,60,65,110,95,TYPE_WATER,TYPE_WATER,ABILITY_WATER_ABSORB,ABILITY_NONE,"When VAPOREON’s fins begin to
vibrate, it is a sign that rain
will come within a few hours.",https://play.pokemonshowdown.com/sprites/gen5/vaporeon.png
135,SPECIES_JOLTEON,Jolteon,65,65,60,130,110,95,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_VOLT_ABSORB,ABILITY_NONE,"It concentrates the weak electric
charges emitted by its cells and
launches wicked lightning bolts.",https://play.pokemonshowdown.com/sprites/gen5/jolteon.png
136,SPECIES_FLAREON,Flareon,65,130,60,65,95,110,TYPE_FIRE,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_NONE,"It stores some of the air it inhales in
its internal flame pouch, which heats it
to over 3,000 degrees Fahrenheit.",https://play.pokemonshowdown.com/sprites/gen5/flareon.png
137,SPECIES_PORYGON,Porygon,65,60,70,40,85,75,TYPE_NORMAL,TYPE_NORMAL,ABILITY_TRACE,ABILITY_DOWNLOAD,"It is a manmade Pokémon. Since it
doesn’t breathe, people are eager
to try it in any environment.",https://play.pokemonshowdown.com/sprites/gen5/porygon.png
138,SPECIES_OMANYTE,Omanyte,35,40,100,35,90,55,TYPE_ROCK,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_SHELL_ARMOR,"Revived from an ancient fossil,
this Pokémon uses air stored in its
shell to sink and rise in water.",https://play.pokemonshowdown.com/sprites/gen5/omanyte.png
139,SPECIES_OMASTAR,Omastar,70,60,125,55,115,70,TYPE_ROCK,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_SHELL_ARMOR,"Apparently, it cracked SHELLDER’s
shell with its sharp fangs and
sucked out the insides.",https://play.pokemonshowdown.com/sprites/gen5/omastar.png
140,SPECIES_KABUTO,Kabuto,30,80,90,55,55,45,TYPE_ROCK,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_BATTLE_ARMOR,"On rare occasions, some have been
found as fossils which they became
while hiding on the ocean floor.",https://play.pokemonshowdown.com/sprites/gen5/kabuto.png
141,SPECIES_KABUTOPS,Kabutops,60,115,105,80,65,70,TYPE_ROCK,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_BATTLE_ARMOR,"In the water, it tucks in its limbs
to become more compact, then it
wiggles its shell to swim fast.",https://play.pokemonshowdown.com/sprites/gen5/kabutops.png
142,SPECIES_AERODACTYL,Aerodactyl,80,105,65,130,60,75,TYPE_ROCK,TYPE_FLYING,ABILITY_ROCK_HEAD,ABILITY_PRESSURE,"A vicious Pokémon from the distant
past, it appears to have flown by
spreading its wings and gliding.",https://play.pokemonshowdown.com/sprites/gen5/aerodactyl.png
143,SPECIES_SNORLAX,Snorlax,160,110,65,30,65,110,TYPE_NORMAL,TYPE_NORMAL,ABILITY_IMMUNITY,ABILITY_THICK_FAT,"What sounds like its cry may
actually be its snores or the
rumblings of its hungry belly.",https://play.pokemonshowdown.com/sprites/gen5/snorlax.png
144,SPECIES_ARTICUNO,Articuno,90,85,100,85,95,125,TYPE_ICE,TYPE_FLYING,ABILITY_PRESSURE,ABILITY_NONE,"The magnificent, seemingly translucent
wings of this legendary bird Pokémon
are said to be made of ice.",https://play.pokemonshowdown.com/sprites/gen5/articuno.png
145,SPECIES_ZAPDOS,Zapdos,90,90,85,100,125,90,TYPE_ELECTRIC,TYPE_FLYING,ABILITY_PRESSURE,ABILITY_NONE,"This legendary bird Pokémon
causes savage thunderstorms by
flapping its glittering wings.",https://play.pokemonshowdown.com/sprites/gen5/zapdos.png
146,SPECIES_MOLTRES,Moltres,90,100,90,90,125,85,TYPE_FIRE,TYPE_FLYING,ABILITY_PRESSURE,ABILITY_NONE,"This legendary Pokémon scatters
embers with every flap of its wings.
It is a thrilling sight to behold.",https://play.pokemonshowdown.com/sprites/gen5/moltres.png
147,SPECIES_DRATINI,Dratini,41,64,45,50,50,50,TYPE_DRAGON,TYPE_DRAGON,ABILITY_SHED_SKIN,ABILITY_NONE,"It is born large to start with.
It repeatedly sheds its skin as it
steadily grows longer.",https://play.pokemonshowdown.com/sprites/gen5/dratini.png
148,SPECIES_DRAGONAIR,Dragonair,61,84,65,70,70,70,TYPE_DRAGON,TYPE_DRAGON,ABILITY_SHED_SKIN,ABILITY_NONE,"They say that if it emits an aura
from its whole body, the weather
will begin to change instantly.",https://play.pokemonshowdown.com/sprites/gen5/dragonair.png
149,SPECIES_DRAGONITE,Dragonite,91,134,95,80,100,100,TYPE_DRAGON,TYPE_FLYING,ABILITY_INNER_FOCUS,ABILITY_NONE,"It is said that this Pokémon constantly
flies over the immense seas
and rescues drowning people.",https://play.pokemonshowdown.com/sprites/gen5/dragonite.png
150,SPECIES_MEWTWO,Mewtwo,106,110,90,130,154,90,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_PRESSURE,ABILITY_NONE,"Because its battle abilities were
raised to the ultimate level,
it thinks only of defeating its foes.",https://play.pokemonshowdown.com/sprites/gen5/mewtwo.png
151,SPECIES_MEW,Mew,100,100,100,100,100,100,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_SYNCHRONIZE,ABILITY_NONE,"Apparently, it appears only to
those people who are pure of heart
and have a strong desire to see it.",https://play.pokemonshowdown.com/sprites/gen5/mew.png
152,SPECIES_CHIKORITA,Chikorita,45,49,65,45,49,65,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"A sweet aroma gently wafts from
the leaf on its head. It is docile
and loves to soak up sunrays.",https://play.pokemonshowdown.com/sprites/gen5/chikorita.png
153,SPECIES_BAYLEEF,Bayleef,60,62,80,60,63,80,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"The scent of spices comes from
around its neck. Somehow,
sniffing it makes you want to fight.",https://play.pokemonshowdown.com/sprites/gen5/bayleef.png
154,SPECIES_MEGANIUM,Meganium,80,82,100,80,83,100,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"The aroma that rises from its
petals contains a substance that
calms aggressive feelings.",https://play.pokemonshowdown.com/sprites/gen5/meganium.png
155,SPECIES_CYNDAQUIL,Cyndaquil,39,52,43,65,60,50,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"It is timid, and always curls itself
up in a ball. If attacked, it
flares up its back for protection.",https://play.pokemonshowdown.com/sprites/gen5/cyndaquil.png
156,SPECIES_QUILAVA,Quilava,58,64,58,80,80,65,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"Be careful if it turns its back
during battle. It means that it will
attack with the fire on its back.",https://play.pokemonshowdown.com/sprites/gen5/quilava.png
157,SPECIES_TYPHLOSION,Typhlosion,78,84,78,100,109,85,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"If its rage peaks, it becomes so
hot that anything that touches it
will instantly go up in flames.",https://play.pokemonshowdown.com/sprites/gen5/typhlosion.png
158,SPECIES_TOTODILE,Totodile,50,65,64,43,44,48,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"Its powerful, well-developed jaws
are capable of crushing anything.
Even its Trainer must be careful.",https://play.pokemonshowdown.com/sprites/gen5/totodile.png
159,SPECIES_CROCONAW,Croconaw,65,80,80,58,59,63,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"If it loses a fang, a new one
grows back in its place. There are
always 48 fangs lining its mouth.",https://play.pokemonshowdown.com/sprites/gen5/croconaw.png
160,SPECIES_FERALIGATR,Feraligatr,85,105,100,78,79,83,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"When it bites with its massive and
powerful jaws, it shakes its head
and savagely tears its victim up.",https://play.pokemonshowdown.com/sprites/gen5/feraligatr.png
161,SPECIES_SENTRET,Sentret,35,46,34,20,35,45,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_KEEN_EYE,"A very cautious Pokémon, it raises
itself up using its tail to get a
better view of its surroundings.",https://play.pokemonshowdown.com/sprites/gen5/sentret.png
162,SPECIES_FURRET,Furret,85,76,64,90,45,55,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_KEEN_EYE,"It makes a nest to suit its long and
skinny body. The nest is impossible
for other Pokémon to enter.",https://play.pokemonshowdown.com/sprites/gen5/furret.png
163,SPECIES_HOOTHOOT,Hoothoot,60,30,30,50,36,56,TYPE_NORMAL,TYPE_FLYING,ABILITY_INSOMNIA,ABILITY_KEEN_EYE,"It always stands on one foot.
It changes feet so fast,
the movement can rarely be seen.",https://play.pokemonshowdown.com/sprites/gen5/hoothoot.png
164,SPECIES_NOCTOWL,Noctowl,100,50,50,70,86,96,TYPE_NORMAL,TYPE_FLYING,ABILITY_INSOMNIA,ABILITY_KEEN_EYE,"Its eyes are specially adapted.
They concentrate even faint light
and enable it to see in the dark.",https://play.pokemonshowdown.com/sprites/gen5/noctowl.png
165,SPECIES_LEDYBA,Ledyba,40,20,30,55,40,80,TYPE_BUG,TYPE_FLYING,ABILITY_SWARM,ABILITY_EARLY_BIRD,"It is very timid. It will be afraid
to move if it is alone. But it will
be active if it is in a group.",https://play.pokemonshowdown.com/sprites/gen5/ledyba.png
166,SPECIES_LEDIAN,Ledian,55,35,50,85,55,110,TYPE_BUG,TYPE_FLYING,ABILITY_SWARM,ABILITY_EARLY_BIRD,"When the stars flicker in the
night sky, it flutters about,
scattering a glowing powder.",https://play.pokemonshowdown.com/sprites/gen5/ledian.png
167,SPECIES_SPINARAK,Spinarak,40,60,40,30,40,40,TYPE_BUG,TYPE_POISON,ABILITY_SWARM,ABILITY_INSOMNIA,"It lies still in the same pose for
days in its web, waiting for its
unsuspecting prey to wander close.",https://play.pokemonshowdown.com/sprites/gen5/spinarak.png
168,SPECIES_ARIADOS,Ariados,70,90,70,40,60,70,TYPE_BUG,TYPE_POISON,ABILITY_SWARM,ABILITY_INSOMNIA,"It spins string not only from its
rear but also from its mouth. It’s
hard to tell which end is which.",https://play.pokemonshowdown.com/sprites/gen5/ariados.png
169,SPECIES_CROBAT,Crobat,85,90,80,130,70,80,TYPE_POISON,TYPE_FLYING,ABILITY_INNER_FOCUS,ABILITY_NONE,"It flies so silently through the
dark on its four wings that it may
not be noticed even when nearby.",https://play.pokemonshowdown.com/sprites/gen5/crobat.png
170,SPECIES_CHINCHOU,Chinchou,75,38,38,67,56,56,TYPE_WATER,TYPE_ELECTRIC,ABILITY_VOLT_ABSORB,ABILITY_ILLUMINATE,"It shoots positive and negative
electricity between the tips of its
two antennae and zaps its enemies.",https://play.pokemonshowdown.com/sprites/gen5/chinchou.png
171,SPECIES_LANTURN,Lanturn,125,58,58,67,76,76,TYPE_WATER,TYPE_ELECTRIC,ABILITY_VOLT_ABSORB,ABILITY_ILLUMINATE,"The light it emits is so bright that
it can illuminate the sea’s surface
from a depth of over three miles.",https://play.pokemonshowdown.com/sprites/gen5/lanturn.png
